Date,Department or Agency Name,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
12/05/20,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,695",69,4.1,"41,173.60"
12/05/20,POLICE,POLICE,"13,419",193,1.4,"1,20,206.10"
12/05/20,PROCUREMENT SERV,PROCUREMENT,80,1,1.2,329.8
12/05/20,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,244,1,0.4,200
12/05/20,STREETS AND SANITATION,STREETSAN,"2,026",47,2.3,"49,610.70"
12/05/20,TRANSPORTATION,TRANS,"1,159",12,1,"4,761.80"
12/05/20,CITY TREASURER,TREASURER,26,0,0,0
12/05/20,WATER MANAGEMENT,WATER,"1,887",31,1.6,"18,500.20"
12/12/20,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
12/12/20,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,620
12/12/20,AVIATION,AVIATION,"1,787",50,2.8,"29,801.20"
12/12/20,BUS AFFAIRS AND CONSUMER PROT,BACP,167,1,0.6,292
12/12/20,BUILDINGS,BUILDINGS,247,0,0,0
12/12/20,CULTURAL AFFAIRS,CA,62,0,0,0
12/12/20,CHICAGO BOARD OF EDUCATION,CBOE,"46,457","2,744",5.9,"21,86,641.20"
12/12/20,CITY COLLEGES OF CHICAGO,CCC,"4,616",251,5.4,"2,06,368.70"
12/12/20,FIRE DEPARTMENT,CFD,"4,706",122,2.6,"77,982.80"
12/12/20,CHICAGO HOUSING AUTHORITY,CHA,570,12,2.1,"9,518.40"
12/12/20,CITY CLERK,CLERK,83,0,0,0
12/12/20,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,159,0,0,0
12/12/20,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,3,2.7,700
12/12/20,CITY COUNCIL,COUNCIL,378,17,4.5,"19,803.80"
12/12/20,CHICAGO PARK DISTRICT,CPDT,"3,093",92,3,"81,359.90"
12/12/20,CHICAGO PUBLIC LIBRARY,CPL,"1,024",4,0.4,721.5
12/12/20,CHICAGO TRANSIT AUTHORITY,CTA,"10,644","2,261",21.2,"24,05,544.20"
12/12/20,DAIS,DAIS,"1,029",11,1.1,"5,461.50"
12/12/20,BOARD OF ELECTION COMMISSIONER,ELECTIONS,105,0,0,0
12/12/20,BOARD OF ETHICS,ETHICS,8,0,0,0
12/12/20,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,636,25,3.9,"13,241.40"
12/12/20,FINANCE,FINANCE,516,5,1,"4,092.90"
12/12/20,PUBLIC HEALTH,HEALTH,509,2,0.4,504.4
12/12/20,HOUSING,HOUSING,68,0,0,0
12/12/20,COMMISSION ON HUMAN RELATIONS,HR,15,1,6.7,"1,322.40"
12/12/20,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
12/12/20,LAW,LAW,397,0,0,0
12/12/20,OFFICE OF THE MAYOR,MAYOR,113,1,0.9,509
12/12/20,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,0,0,0
12/12/20,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0,0
12/12/20,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,692",67,4,"40,333.60"
12/12/20,POLICE,POLICE,"13,392",180,1.3,"1,14,503.70"
12/12/20,PROCUREMENT SERV,PROCUREMENT,79,1,1.3,329.8
12/12/20,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,252,2,0.8,375
12/12/20,STREETS AND SANITATION,STREETSAN,"2,088",32,1.5,"41,860.00"
12/12/20,TRANSPORTATION,TRANS,"1,139",6,0.5,"2,015.80"
12/12/20,CITY TREASURER,TREASURER,21,0,0,0
12/12/20,WATER MANAGEMENT,WATER,"1,880",24,1.3,"15,585.60"
12/19/2020,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
12/19/2020,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,620
12/19/2020,AVIATION,AVIATION,"1,787",52,2.9,"34,803.60"
12/19/2020,BUS AFFAIRS AND CONSUMER PROT,BACP,167,1,0.6,292
12/19/2020,BUILDINGS,BUILDINGS,247,1,0.4,110.8
12/19/2020,CULTURAL AFFAIRS,CA,62,0,0,0
12/19/2020,CHICAGO BOARD OF EDUCATION,CBOE,"46,457","2,720",5.9,"21,68,787.30"
12/19/2020,CITY COLLEGES OF CHICAGO,CCC,"4,616",251,5.4,"2,05,919.30"
12/19/2020,FIRE DEPARTMENT,CFD,"4,706",107,2.3,"71,362.40"
12/19/2020,CHICAGO HOUSING AUTHORITY,CHA,570,12,2.1,"9,518.40"
12/19/2020,CITY CLERK,CLERK,83,0,0,0
12/19/2020,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,159,0,0,0
12/19/2020,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,3,2.7,700
12/19/2020,CITY COUNCIL,COUNCIL,378,17,4.5,"19,273.80"
12/19/2020,CHICAGO PARK DISTRICT,CPDT,"3,093",90,2.9,"79,951.80"
12/19/2020,CHICAGO PUBLIC LIBRARY,CPL,"1,024",4,0.4,721.5
12/19/2020,CHICAGO TRANSIT AUTHORITY,CTA,"10,644","2,239",21,"23,94,469.80"
12/19/2020,DAIS,DAIS,"1,029",8,0.8,"5,749.80"
12/19/2020,BOARD OF ELECTION COMMISSIONER,ELECTIONS,105,0,0,0
12/19/2020,BOARD OF ETHICS,ETHICS,8,0,0,0
12/19/2020,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,636,25,3.9,"13,036.90"
12/19/2020,FINANCE,FINANCE,516,2,0.4,"1,472.40"
12/19/2020,PUBLIC HEALTH,HEALTH,509,2,0.4,504.4
12/19/2020,HOUSING,HOUSING,68,0,0,0
12/19/2020,COMMISSION ON HUMAN RELATIONS,HR,15,1,6.7,"1,322.40"
12/19/2020,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
12/19/2020,LAW,LAW,397,0,0,0
12/19/2020,OFFICE OF THE MAYOR,MAYOR,113,1,0.9,509
12/19/2020,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,0,0,0
12/19/2020,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0,0
12/19/2020,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,692",68,4,"40,345.50"
12/19/2020,POLICE,POLICE,"13,392",181,1.4,"1,14,095.80"
12/19/2020,PROCUREMENT SERV,PROCUREMENT,79,1,1.3,329.8
12/19/2020,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,252,2,0.8,375
12/19/2020,STREETS AND SANITATION,STREETSAN,"2,088",32,1.5,"43,811.90"
12/19/2020,TRANSPORTATION,TRANS,"1,139",4,0.4,"3,814.20"
12/19/2020,CITY TREASURER,TREASURER,21,0,0,0
12/19/2020,WATER MANAGEMENT,WATER,"1,880",24,1.3,"18,026.50"
12/26/2020,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
12/26/2020,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,620
12/26/2020,AVIATION,AVIATION,"1,787",49,2.7,"32,065.50"
12/26/2020,BUS AFFAIRS AND CONSUMER PROT,BACP,167,1,0.6,292
12/26/2020,BUILDINGS,BUILDINGS,247,1,0.4,110.8
12/26/2020,CULTURAL AFFAIRS,CA,62,0,0,0
12/26/2020,CHICAGO BOARD OF EDUCATION,CBOE,"46,457","2,708",5.8,"21,75,960.50"
12/26/2020,CITY COLLEGES OF CHICAGO,CCC,"4,616",249,5.4,"2,06,322.90"
12/26/2020,FIRE DEPARTMENT,CFD,"4,706",99,2.1,"69,373.10"
12/26/2020,CHICAGO HOUSING AUTHORITY,CHA,570,12,2.1,"9,398.40"
12/26/2020,CITY CLERK,CLERK,83,0,0,0
12/26/2020,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,159,0,0,0
12/26/2020,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,1,0.9,100
12/26/2020,CITY COUNCIL,COUNCIL,378,17,4.5,"19,273.80"
12/26/2020,CHICAGO PARK DISTRICT,CPDT,"3,093",89,2.9,"79,052.70"
12/26/2020,CHICAGO PUBLIC LIBRARY,CPL,"1,024",4,0.4,948.9
12/26/2020,CHICAGO TRANSIT AUTHORITY,CTA,"10,644","2,230",21,"23,83,022.00"
12/26/2020,DAIS,DAIS,"1,029",7,0.7,"5,257.40"
12/26/2020,BOARD OF ELECTION COMMISSIONER,ELECTIONS,105,0,0,0
12/26/2020,BOARD OF ETHICS,ETHICS,8,0,0,0
12/26/2020,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,636,26,4.1,"13,613.10"
12/26/2020,FINANCE,FINANCE,516,2,0.4,"1,472.40"
12/26/2020,PUBLIC HEALTH,HEALTH,509,3,0.6,"1,834.90"
12/26/2020,HOUSING,HOUSING,68,0,0,0
12/26/2020,COMMISSION ON HUMAN RELATIONS,HR,15,1,6.7,"1,197.40"
12/26/2020,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
12/26/2020,LAW,LAW,397,0,0,0
12/26/2020,OFFICE OF THE MAYOR,MAYOR,113,1,0.9,509
12/26/2020,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,0,0,0
12/26/2020,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0,0
12/26/2020,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,692",66,3.9,"39,528.30"
12/26/2020,POLICE,POLICE,"13,392",178,1.3,"1,12,601.00"
12/26/2020,PROCUREMENT SERV,PROCUREMENT,79,1,1.3,329.8
12/26/2020,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,252,2,0.8,375
12/26/2020,STREETS AND SANITATION,STREETSAN,"2,088",33,1.6,"44,422.80"
12/26/2020,TRANSPORTATION,TRANS,"1,139",5,0.4,"3,652.00"
12/26/2020,CITY TREASURER,TREASURER,21,0,0,0
12/26/2020,WATER MANAGEMENT,WATER,"1,880",25,1.3,"16,553.00"
01/02/21,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
01/02/21,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,620
01/02/21,AVIATION,AVIATION,"1,787",47,2.6,"33,061.60"
01/02/21,BUS AFFAIRS AND CONSUMER PROT,BACP,167,2,1.2,927
01/02/21,BUILDINGS,BUILDINGS,247,1,0.4,110.8
01/02/21,CULTURAL AFFAIRS,CA,62,0,0,0
01/02/21,CHICAGO BOARD OF EDUCATION,CBOE,"46,457","2,693",5.8,"21,71,868.90"
01/02/21,CITY COLLEGES OF CHICAGO,CCC,"4,616",247,5.4,"2,04,115.80"
01/02/21,FIRE DEPARTMENT,CFD,"4,706",99,2.1,"69,238.20"
01/02/21,CHICAGO HOUSING AUTHORITY,CHA,570,12,2.1,"9,638.40"
01/02/21,CITY CLERK,CLERK,83,0,0,0
01/02/21,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,159,0,0,0
01/02/21,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,1,0.9,100
01/02/21,CITY COUNCIL,COUNCIL,378,17,4.5,"19,273.80"
01/02/21,CHICAGO PARK DISTRICT,CPDT,"3,093",88,2.8,"78,378.10"
01/02/21,CHICAGO PUBLIC LIBRARY,CPL,"1,024",4,0.4,948.9
01/02/21,CHICAGO TRANSIT AUTHORITY,CTA,"10,644","2,217",20.8,"23,74,185.30"
01/02/21,DAIS,DAIS,"1,029",6,0.6,"5,111.00"
01/02/21,BOARD OF ELECTION COMMISSIONER,ELECTIONS,105,0,0,0
01/02/21,BOARD OF ETHICS,ETHICS,8,0,0,0
01/02/21,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,636,26,4.1,"13,613.10"
01/02/21,FINANCE,FINANCE,516,2,0.4,"2,953.60"
01/02/21,PUBLIC HEALTH,HEALTH,509,4,0.8,"3,781.00"
01/02/21,HOUSING,HOUSING,68,0,0,0
01/02/21,COMMISSION ON HUMAN RELATIONS,HR,15,1,6.7,"1,197.40"
01/02/21,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
01/02/21,LAW,LAW,397,1,0.3,"1,205.50"
01/02/21,OFFICE OF THE MAYOR,MAYOR,113,2,1.8,639
01/02/21,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,1,3.8,37.5
01/02/21,OFFICE OF BUDGET & MANAGEMENT,OBM,40,0,0,0
01/02/21,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,692",67,4,"40,551.90"
01/02/21,POLICE,POLICE,"13,392",178,1.3,"1,13,729.10"
01/02/21,PROCUREMENT SERV,PROCUREMENT,79,1,1.3,329.8
01/02/21,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,252,2,0.8,375
01/02/21,STREETS AND SANITATION,STREETSAN,"2,088",35,1.7,"46,420.70"
01/02/21,TRANSPORTATION,TRANS,"1,139",7,0.6,"8,221.70"
01/02/21,CITY TREASURER,TREASURER,21,0,0,0
01/02/21,WATER MANAGEMENT,WATER,"1,880",27,1.4,"20,516.70"
01/09/21,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
01/09/21,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,1,1.5,620
01/09/21,AVIATION,AVIATION,"1,807",42,2.3,"30,328.80"
01/09/21,BUS AFFAIRS AND CONSUMER PROT,BACP,167,2,1.2,927
01/09/21,BUILDINGS,BUILDINGS,246,1,0.4,110.8
01/09/21,CULTURAL AFFAIRS,CA,61,0,0,0
01/09/21,CHICAGO BOARD OF EDUCATION,CBOE,"46,457","2,687",5.8,"21,67,925.10"
01/09/21,CITY COLLEGES OF CHICAGO,CCC,"4,616",240,5.2,"2,02,674.90"
01/09/21,FIRE DEPARTMENT,CFD,"4,742",95,2,"73,688.30"
01/09/21,CHICAGO HOUSING AUTHORITY,CHA,570,12,2.1,"9,638.40"
01/09/21,CITY CLERK,CLERK,82,0,0,0
01/09/21,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,157,0,0,0
01/09/21,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,1,0.9,100
01/09/21,CITY COUNCIL,COUNCIL,377,15,4,"16,644.40"
01/09/21,CHICAGO PARK DISTRICT,CPDT,"3,093",88,2.8,"86,515.50"
01/09/21,CHICAGO PUBLIC LIBRARY,CPL,"1,020",5,0.5,"3,176.10"
01/09/21,CHICAGO TRANSIT AUTHORITY,CTA,"10,644","2,206",20.7,"23,61,285.80"
01/09/21,DAIS,DAIS,"1,014",6,0.6,"5,111.00"
01/09/21,BOARD OF ELECTION COMMISSIONER,ELECTIONS,102,0,0,0
01/09/21,BOARD OF ETHICS,ETHICS,8,0,0,0
01/09/21,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,633,25,3.9,"9,804.70"
01/09/21,FINANCE,FINANCE,515,3,0.6,"4,798.00"
01/09/21,PUBLIC HEALTH,HEALTH,509,4,0.8,"6,445.30"
01/09/21,HOUSING,HOUSING,67,0,0,0
01/09/21,COMMISSION ON HUMAN RELATIONS,HR,15,1,6.7,"1,197.40"
01/09/21,HUMAN RESOURCES,HUMANRESOURCES,69,0,0,0
01/09/21,LAW,LAW,395,1,0.3,"1,205.50"
01/09/21,OFFICE OF THE MAYOR,MAYOR,113,2,1.8,639
01/09/21,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,1,3.8,37.5
01/09/21,OFFICE OF BUDGET & MANAGEMENT,OBM,39,0,0,0
01/09/21,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,668",64,3.8,"39,836.90"
01/09/21,POLICE,POLICE,"13,361",178,1.3,"1,17,064.10"
01/09/21,PROCUREMENT SERV,PROCUREMENT,77,1,1.3,329.8
01/09/21,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,259,3,1.2,"1,643.90"
01/09/21,STREETS AND SANITATION,STREETSAN,"2,134",36,1.7,"47,045.10"
01/09/21,TRANSPORTATION,TRANS,"1,100",8,0.7,"10,459.10"
01/09/21,CITY TREASURER,TREASURER,29,0,0,0
01/09/21,WATER MANAGEMENT,WATER,"1,885",31,1.6,"26,962.60"
01/16/2021,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
01/16/2021,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,0,0,0
01/16/2021,AVIATION,AVIATION,"1,807",38,2.1,"25,598.60"
01/16/2021,BUS AFFAIRS AND CONSUMER PROT,BACP,167,1,0.6,105.3
01/16/2021,BUILDINGS,BUILDINGS,246,1,0.4,110.8
01/16/2021,CULTURAL AFFAIRS,CA,61,0,0,0
01/16/2021,CHICAGO BOARD OF EDUCATION,CBOE,"46,616","2,574",5.5,"20,59,771.70"
01/16/2021,CITY COLLEGES OF CHICAGO,CCC,"4,518",231,5.1,"1,94,064.10"
01/16/2021,FIRE DEPARTMENT,CFD,"4,742",92,1.9,"72,797.10"
01/16/2021,CHICAGO HOUSING AUTHORITY,CHA,570,13,2.3,"11,824.50"
01/16/2021,CITY CLERK,CLERK,82,0,0,0
01/16/2021,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,157,0,0,0
01/16/2021,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,0,0,0
01/16/2021,CITY COUNCIL,COUNCIL,377,6,1.6,"7,621.10"
01/16/2021,CHICAGO PARK DISTRICT,CPDT,"2,784",80,2.9,"77,921.40"
01/16/2021,CHICAGO PUBLIC LIBRARY,CPL,"1,020",2,0.2,429.9
01/16/2021,CHICAGO TRANSIT AUTHORITY,CTA,"10,593","2,155",20.3,"22,98,622.80"
01/16/2021,DAIS,DAIS,"1,014",6,0.6,"5,111.00"
01/16/2021,BOARD OF ELECTION COMMISSIONER,ELECTIONS,102,0,0,0
01/16/2021,BOARD OF ETHICS,ETHICS,8,0,0,0
01/16/2021,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,633,25,3.9,"9,761.80"
01/16/2021,FINANCE,FINANCE,515,2,0.4,"3,525.60"
01/16/2021,PUBLIC HEALTH,HEALTH,509,0,0,0
01/16/2021,HOUSING,HOUSING,67,0,0,0
01/16/2021,COMMISSION ON HUMAN RELATIONS,HR,15,0,0,0
01/16/2021,HUMAN RESOURCES,HUMANRESOURCES,69,0,0,0
01/16/2021,LAW,LAW,395,0,0,0
01/16/2021,OFFICE OF THE MAYOR,MAYOR,113,1,0.9,130
01/16/2021,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,1,3.8,37.5
01/16/2021,OFFICE OF BUDGET & MANAGEMENT,OBM,39,0,0,0
01/16/2021,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,668",62,3.7,"39,352.00"
01/16/2021,POLICE,POLICE,"13,361",184,1.4,"1,20,432.00"
01/16/2021,PROCUREMENT SERV,PROCUREMENT,77,0,0,0
01/16/2021,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,259,0,0,0
01/16/2021,STREETS AND SANITATION,STREETSAN,"2,134",38,1.8,"47,838.90"
01/16/2021,TRANSPORTATION,TRANS,"1,100",6,0.5,"10,535.10"
01/16/2021,CITY TREASURER,TREASURER,29,0,0,0
01/16/2021,WATER MANAGEMENT,WATER,"1,885",33,1.8,"28,236.00"
01/23/2021,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
01/23/2021,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,0,0,0
01/23/2021,AVIATION,AVIATION,"1,807",34,1.9,"25,389.80"
01/23/2021,BUS AFFAIRS AND CONSUMER PROT,BACP,167,1,0.6,105.3
01/23/2021,BUILDINGS,BUILDINGS,246,1,0.4,65
01/23/2021,CULTURAL AFFAIRS,CA,61,0,0,0
01/23/2021,CHICAGO BOARD OF EDUCATION,CBOE,"46,616","2,478",5.3,"19,73,405.50"
01/23/2021,CITY COLLEGES OF CHICAGO,CCC,"4,518",229,5.1,"1,93,222.50"
01/23/2021,FIRE DEPARTMENT,CFD,"4,742",91,1.9,"71,408.50"
01/23/2021,CHICAGO HOUSING AUTHORITY,CHA,570,13,2.3,"11,907.00"
01/23/2021,CITY CLERK,CLERK,82,0,0,0
01/23/2021,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,157,0,0,0
01/23/2021,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,0,0,0
01/23/2021,CITY COUNCIL,COUNCIL,377,7,1.9,"7,645.00"
01/23/2021,CHICAGO PARK DISTRICT,CPDT,"2,784",80,2.9,"79,447.10"
01/23/2021,CHICAGO PUBLIC LIBRARY,CPL,"1,020",3,0.3,469.9
01/23/2021,CHICAGO TRANSIT AUTHORITY,CTA,"10,593","2,151",20.3,"23,03,998.80"
01/23/2021,DAIS,DAIS,"1,014",7,0.7,"6,813.70"
01/23/2021,BOARD OF ELECTION COMMISSIONER,ELECTIONS,102,0,0,0
01/23/2021,BOARD OF ETHICS,ETHICS,8,0,0,0
01/23/2021,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,633,25,3.9,"9,991.70"
01/23/2021,FINANCE,FINANCE,515,4,0.8,"1,941.60"
01/23/2021,PUBLIC HEALTH,HEALTH,509,0,0,0
01/23/2021,HOUSING,HOUSING,67,0,0,0
01/23/2021,COMMISSION ON HUMAN RELATIONS,HR,15,0,0,0
01/23/2021,HUMAN RESOURCES,HUMANRESOURCES,69,0,0,0
01/23/2021,LAW,LAW,395,1,0.3,176.9
01/23/2021,OFFICE OF THE MAYOR,MAYOR,113,0,0,0
01/23/2021,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,1,3.8,37.5
01/23/2021,OFFICE OF BUDGET & MANAGEMENT,OBM,39,0,0,0
01/23/2021,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,668",60,3.6,"38,954.20"
01/23/2021,POLICE,POLICE,"13,361",178,1.3,"1,20,863.60"
01/23/2021,PROCUREMENT SERV,PROCUREMENT,77,0,0,0
01/23/2021,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,259,1,0.4,"2,410.60"
01/23/2021,STREETS AND SANITATION,STREETSAN,"2,134",38,1.8,"53,232.60"
01/23/2021,TRANSPORTATION,TRANS,"1,100",8,0.7,"13,190.20"
01/23/2021,CITY TREASURER,TREASURER,29,0,0,0
01/23/2021,WATER MANAGEMENT,WATER,"1,885",32,1.7,"27,278.40"
01/30/2021,ADMINISTRATIVE HEARING,AHMS,35,0,0,0
01/30/2021,COMM ANIMAL CARE AND CONTROL,ANIMAL,68,0,0,0
01/30/2021,AVIATION,AVIATION,"1,807",32,1.8,"24,859.80"
01/30/2021,BUS AFFAIRS AND CONSUMER PROT,BACP,167,1,0.6,105.3
01/30/2021,BUILDINGS,BUILDINGS,246,0,0,0
01/30/2021,CULTURAL AFFAIRS,CA,61,0,0,0
01/30/2021,CHICAGO BOARD OF EDUCATION,CBOE,"46,616","2,419",5.2,"19,11,124.20"
01/30/2021,CITY COLLEGES OF CHICAGO,CCC,"4,518",230,5.1,"1,93,970.00"
01/30/2021,FIRE DEPARTMENT,CFD,"4,742",91,1.9,"71,409.30"
01/30/2021,CHICAGO HOUSING AUTHORITY,CHA,570,13,2.3,"11,667.00"
01/30/2021,CITY CLERK,CLERK,82,0,0,0
01/30/2021,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,157,0,0,0
01/30/2021,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,111,0,0,0
01/30/2021,CITY COUNCIL,COUNCIL,377,6,1.6,"7,621.10"
01/30/2021,CHICAGO PARK DISTRICT,CPDT,"2,784",80,2.9,"79,448.10"
01/30/2021,CHICAGO PUBLIC LIBRARY,CPL,"1,020",3,0.3,469.9
01/30/2021,CHICAGO TRANSIT AUTHORITY,CTA,"10,593","2,135",20.2,"23,04,419.00"
01/30/2021,DAIS,DAIS,"1,014",7,0.7,"6,813.70"
01/30/2021,BOARD OF ELECTION COMMISSIONER,ELECTIONS,102,0,0,0
01/30/2021,BOARD OF ETHICS,ETHICS,8,0,0,0
01/30/2021,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,633,25,3.9,"9,841.70"
01/30/2021,FINANCE,FINANCE,515,4,0.8,"1,941.60"
01/30/2021,PUBLIC HEALTH,HEALTH,509,0,0,0
01/30/2021,HOUSING,HOUSING,67,0,0,0
01/30/2021,COMMISSION ON HUMAN RELATIONS,HR,15,0,0,0
01/30/2021,HUMAN RESOURCES,HUMANRESOURCES,69,0,0,0
01/30/2021,LAW,LAW,395,1,0.3,176.9
01/30/2021,OFFICE OF THE MAYOR,MAYOR,113,0,0,0
01/30/2021,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,1,3.8,37.5
01/30/2021,OFFICE OF BUDGET & MANAGEMENT,OBM,39,0,0,0
01/30/2021,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,668",59,3.5,"38,769.90"
01/30/2021,POLICE,POLICE,"13,361",179,1.3,"1,20,973.30"
01/30/2021,PROCUREMENT SERV,PROCUREMENT,77,0,0,0
01/30/2021,PUBLIC SAFETY ADMINISTRATION,PUBLIC SAFETY ADMINI,259,2,0.8,"2,810.60"
01/30/2021,STREETS AND SANITATION,STREETSAN,"2,134",39,1.8,"53,522.30"
01/30/2021,TRANSPORTATION,TRANS,"1,100",8,0.7,"13,190.20"
01/30/2021,CITY TREASURER,TREASURER,29,0,0,0
01/30/2021,WATER MANAGEMENT,WATER,"1,885",32,1.7,"27,296.80"
02/06/21,ADMINISTRATIVE HEARING,AHMS,34,0,0,0
02/06/21,COMM ANIMAL CARE AND CONTROL,ANIMAL,67,0,0,0
02/06/21,AVIATION,AVIATION,"1,793",30,1.7,"23,533.90"
02/06/21,BUS AFFAIRS AND CONSUMER PROT,BACP,166,0,0,0
02/06/21,BUILDINGS,BUILDINGS,242,0,0,0
02/06/21,CULTURAL AFFAIRS,CA,60,0,0,0
02/06/21,CHICAGO BOARD OF EDUCATION,CBOE,"46,616","2,403",5.2,"19,05,569.80"
02/06/21,CITY COLLEGES OF CHICAGO,CCC,"4,518",228,5,"1,91,756.10"
02/06/21,FIRE DEPARTMENT,CFD,"4,736",91,1.9,"70,155.40"
02/06/21,CHICAGO HOUSING AUTHORITY,CHA,570,13,2.3,"11,667.00"
02/06/21,CITY CLERK,CLERK,82,0,0,0
02/06/21,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,155,0,0,0
02/06/21,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,112,0,0,0
02/06/21,CITY COUNCIL,COUNCIL,375,5,1.3,"7,183.30"
02/06/21,CHICAGO PARK DISTRICT,CPDT,"2,784",81,2.9,"80,622.20"
02/06/21,CHICAGO PUBLIC LIBRARY,CPL,"1,014",3,0.3,388.9
02/06/21,CHICAGO TRANSIT AUTHORITY,CTA,"10,593","2,123",20,"22,97,077.00"
02/06/21,DAIS,DAIS,"1,009",7,0.7,"8,942.00"
02/06/21,BOARD OF ELECTION COMMISSIONER,ELECTIONS,103,0,0,0
02/06/21,BOARD OF ETHICS,ETHICS,8,0,0,0
02/06/21,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,628,25,4,"9,641.70"
02/06/21,FINANCE,FINANCE,513,4,0.8,"1,941.60"
02/06/21,PUBLIC HEALTH,HEALTH,515,0,0,0
02/06/21,HOUSING,HOUSING,68,0,0,0
02/06/21,COMMISSION ON HUMAN RELATIONS,HR,15,0,0,0
02/06/21,HUMAN RESOURCES,HUMANRESOURCES,69,0,0,0
02/06/21,LAW,LAW,379,0,0,0
02/06/21,OFFICE OF THE MAYOR,MAYOR,107,0,0,0
02/06/21,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,26,1,3.8,37.5
